;nr;file;year;page;source;context;cluster;nz;loc
796;3847;1668_Gent_Bill_02;1668;111;den landtbouck;van dit godtshuijs is den landtbouck berustende;4;Z;c
797;3849;1668_Gent_Bill_02;1668;111;den landtbouck;vondelijnghen als boven ende den landtbouck  is;4;Z;c
798;3848;1668_Gent_Bill_02;1668;111;den landtbouck;weeskens daer den landtbouck is rustende onder;4;Z;c
799;3854;1668_Gent_Bill_02;1668;111;den lantbouck;den lantbouck  rust onder den heer Neijsen;4;Z;c
800;3853;1668_Gent_Bill_02;1668;111;landtbouck;dese heerelicheit ende sijnen landtbouck is onder;4;Z;c
801;3850;1668_Gent_Bill_02;1668;111;landtbouck;die neerijngie daer af dat landtbouck  haudt den;4;Z;c
802;3851;1668_Gent_Bill_02;1668;111;landtbouck;gelegen daer af sijnen  landtbouck is rustende;4;Z;c
803;3855;1668_Gent_Bill_02;1668;111;landtbouck;haut den  landtbouck van;4;Z;c
804;3860;1668_Gent_Bill_02;1668;112;ander lantboucken;Ander Lantboucken;4;Z;c
805;3856;1668_Gent_Bill_02;1668;112;landtbouck;daer af den  landtbouck  onder hem selven is berustende;4;Z;c
806;3862;1668_Gent_Bill_02;1668;112;landtbouck;haut den  landtbouck van veel huijsen in die straete;4;Z;c
807;3864;1668_Gent_Bill_02;1668;112;landtbouck;oock eenen landtbouck hunne neerijnghe raeckende;4;Z;c
808;3863;1668_Gent_Bill_02;1668;112;landtbouck;selven landtbouck  diversche huijsen ende gronden;4;Z;c
809;3859;1668_Gent_Bill_02;1668;112;landtboucken deser stede;oock onder hem heeft eene vande grootste landtboucken deser Stede;4;Z;c
810;3858;1668_Gent_Bill_02;1668;112;lantbouc;binnen desen Stede daeraf den lantbouc k rust;4;Z;c
811;3861;1668_Gent_Bill_02;1668;112;lantbouc;huijsen van sijnen lantbouc op Ste lievens straete;4;Z;c
812;3865;1668_Gent_Bill_02;1668;112;lantbouck;breeckers heeft oock eenen lantbouck hunne neerijnghe;4;Z;c
813;3857;1668_Gent_Bill_02;1668;112;lantbouck;Lantbouck;4;Z;c
814;3867;1668_Gent_Bill_02;1668;113;landtboucken;Eenighe vande vierordens hauden oock Landtboucken van;4;Z;c
815;3866;1668_Gent_Bill_02;1668;113;lantbouck;die staen op den Lantbouck  van;4;Z;c
816;3868;1668_Gent_Bill_02;1668;117;copie van dordonnantie;Copie van dordonnantie staende onder;1;Z;c
817;3869;1668_Gent_Bill_02;1668;122;het raport;het raport van meester Herman;1;Z;c
818;3870;1668_Gent_Bill_02;1668;123;gheschrifte;bij sonder bij gheschrifte onder haerlieder handtteecken die hier;1;Z;c
819;3871;1668_Gent_Bill_02;1668;129;dit artickel zijnde het xviiie vanden reghel ten aerde;Dit artickel zijnde het XVIIIe vanden Reghel ten Aerde  Is an;1;Z;c
820;3872;1668_Gent_Bill_02;1668;129;xviij artijckele;xviij artijckele;1;Z;c
821;3874;1668_Gent_Bill_02;1668;135;verpachtijnghe van recht;Verpachtijnghe van Recht vanden;1;Z;c
822;3873;1668_Gent_Bill_02;1668;135;voorghebode;Voorghebode van Mijn Heeren Schepenen;1;Z;c
823;3875;1668_Gent_Bill_02;1668;165;folio 114 en 115;folio 114 en 115;8;Z;c
824;3876;1668_Gent_Bill_02;1668;165;varnewijck an folio 123 van sijnen belgis;Varnewijck an folio 123 van sijnen Belgis;8;Z;c
825;3877;1668_Gent_Bill_02;1668;166;anderen politijbouck an folio 62 verso ende an folio 66 verso;anderen Politijbouck an folio 62 verso ende an folio 66 verso de welcke derde grootste;6;Z;c
826;3878;1668_Gent_Bill_02;1668;168;sijn contract;in  sijn contract  besproken dat hij met mijn heeren;1;Z;c
827;3880;1668_Gent_Bill_02;1668;169;het contract;niet goet noch perfect en was achter volghens het contract;1;Z;c
828;3879;1668_Gent_Bill_02;1668;169;t voorseide contract;In t voorseide Contract  waer af de Copie is hanghende ande;1;Z;c
829;3881;1668_Gent_Bill_02;1668;170;seker papier met ses artijckelen;dat hij dede in  Seker papier met ses artijckelen  die gheintituleert;4;Z;c
830;1775;1668_Gent_Bill_04;1668;3;politye boeck;POLITYE BOECK;8;Z;c
831;1776;1668_Gent_Bill_04;1668;40;seker rekeste an haer edelheden;mijn heeren schepenen en vander keure  seker rekeste an haer Edelheden gepresenteert bij de weduwe;1;Z;c
832;1777;1668_Gent_Bill_04;1668;51;zijn reqte in daete vanden  april 1663;van zijn reqte in daete vanden  april 1663  dat;1;Z;c
833;1780;1668_Gent_Bill_04;1668;52;de papieren ofte stucken vanden processe;Mij refererende voorts an de papieren ofte stucken vanden processe van beijde de zijden ghedient doch;1;Z;c
834;1778;1668_Gent_Bill_04;1668;52;haer visitaetie in schrift;haer visitaetie in schrift  hadden ghestelt die daer;1;Z;c
835;1779;1668_Gent_Bill_04;1668;52;den voornomden noblijn;des anderen daeghs in absentie van den voornomden Noblijn seide;6;Z;c
836;1781;1668_Gent_Bill_04;1668;62;men;Een vijfde was mede leelick ghequetst maer men  seide;6;Z;c
837;1782;1668_Gent_Bill_04;1668;63;et concept van zijnen bauwversoeck;h et Concept van zijnen bauwversoeck ende dat Ick zaude;1;Z;c
838;1785;1668_Gent_Bill_04;1668;65;reqten;grooten om de redenen bij hun reqten gealleguert daer;1;Z;c
839;1784;1668_Gent_Bill_04;1668;65;hij;hij seght;6;Z;c
840;1783;1668_Gent_Bill_04;1668;65;hij;Waerop hij Antwoorde mijn heeren Ick hebbe mijn;6;Z;c
841;1786;1668_Gent_Bill_04;1668;67;de gheschreven visitacie;Wiens ghestelde en de gheschreven visitacie  daer oock;1;Z;c
842;1787;1668_Gent_Bill_04;1668;69;zij;ofte gheincommodeert te worden gelyck  zij seide;6;Z;c
843;1788;1668_Gent_Bill_04;1668;77;ick;voor eenighe ruijne ende ongheluck waerop Ick onder;6;Z;c
844;1790;1668_Gent_Bill_04;1668;79;ick;duncken ofte ghevoelen hier op te segghen Soo gaf ick;6;Z;c
845;1789;1668_Gent_Bill_04;1668;79;wij;en boerinnen wierden vercocht ghelicx wij  over acht daeghen;6;Z;c
846;1791;1668_Gent_Bill_04;1668;88;men;beswaert ende verleghen te wesen alzoo  men seght;6;Z;c
847;1792;1668_Gent_Bill_04;1668;88;zij;maeckten  zij gaven voor Antwoorde dat zijt niet en;6;Z;c
848;1793;1668_Gent_Bill_04;1668;92;men;Exce is soo  men  seght om te gaen besichtighen de fortifcaetien;6;Z;c
849;1795;1668_Gent_Bill_04;1668;96;een attestatie;hadden met  een Attestatie daer annecx gheteeckent van;1;Z;c
850;1794;1668_Gent_Bill_04;1668;96;r eenen schepenenboode;vande voorse kercke Soo quamppe r eenen Schepenenboode mij segghen van weghen mijn;6;Z;c
851;1796;1668_Gent_Bill_04;1668;114;schrijftelick advijs;Schrijftelick advijs vande gheswooren Erfscheeders Deser Stede;1;Z;c
852;1797;1668_Gent_Bill_04;1668;115;schrijftelick advijs;Schrijftelick advijs  vande gheswooren Erfscheeders deser Stede;1;Z;c
853;1799;1668_Gent_Bill_04;1668;116;ordonnantie;Ordonnantie op het vertrecken vande Booden;1;Z;c
854;1798;1668_Gent_Bill_04;1668;116;den pollitibouck n° 3 op hun ordre van de maendt 8b 1662;ren te staen in den pollitibouck N° 3 op hun ordre van de maendt 8b 1662  Maer door hun;8;Z;c
855;1801;1668_Gent_Bill_04;1668;117;ghepubliceert;Ghepubliceert  bij Consente van;1;Z;c
856;1800;1668_Gent_Bill_04;1668;117;ghepubliciert;Ghepubliciert bij Consente van heere;1;Z;c
857;1802;1668_Gent_Bill_04;1668;117;voorghebodt;Voorghebodt van mijn Ede Heeren;1;Z;c
858;1803;1668_Gent_Bill_04;1668;119;ghepubliciert;Ghepubliciert  bij consente van heere ende Weth;1;Z;c
859;1804;1668_Gent_Bill_04;1668;119;voorghebodt;Voorghebodt Nopende tuijtbannen van;1;Z;c
860;1805;1668_Gent_Bill_04;1668;120;ghepubliciert;Ghepubliciert  bij Consente van heere;1;Z;c
861;1806;1668_Gent_Bill_04;1668;122;den pollitijebouck n° i an folio 12 verso et 134 verso;ende Vranckrijcke in den Pollitijebouck N° I an folio 12 verso et 134 verso geschiet den 18 martij 1660;8;Z;c
862;1807;1668_Gent_Bill_04;1668;125;ordonnantie;Ordonnantie  onderhauden ter;1;Z;c
863;1809;1668_Gent_Bill_04;1668;129;de stede officien;Lijste van de Stede Officien met de Resolucijen ghenomen bij;1;Z;c
864;1810;1668_Gent_Bill_04;1668;129;e resolucijen;Lijste vande Stede Officien met d e Resolucijen ghenomen bij;1;Z;c
865;1808;1668_Gent_Bill_04;1668;129;boeck vande resolucien;Extraict vutten Boeck vande Resolucien ghenomen Int schependom;4;Z;c
866;1819;1668_Gent_Bill_04;1668;141;den p no 2  an folio 134 verso;de debvoiren sijn neerstelick ghecontinueert siet in den P No 2  an folio 134 verso;8;Z;c
867;1811;1668_Gent_Bill_04;1668;141;den pollitibouck n° 2 an folio 143 ende voorts;siet in den Pollitibouck N° 2 an folio 143 ende voorts;8;Z;c
868;1818;1668_Gent_Bill_04;1668;141;den pollitiebouck no 3 an fo 5 verso;hebben ontfanghen siet de voorse billietten in den Pollitiebouck No 3 an fo 5 verso;8;Z;c
869;1813;1668_Gent_Bill_04;1668;141;den pollitijbouck n° 3 an fo 159;eenighe met een siet in den Pollitijbouck N° 3 an fo 159;8;Z;c
870;1812;1668_Gent_Bill_04;1668;141;den pollitijbouck n° 3 an fo 95;die tzaemen maer En hadden vier peeirden siet in den Pollitijbouck N° 3 an fo 95;8;Z;c
871;1815;1668_Gent_Bill_04;1668;141;den pollitijebouck n° 3 an f° 31;in den Pollitijebouck N° 3 an f° 31;8;Z;c
872;1816;1668_Gent_Bill_04;1668;141;pollitijbouck n° # an f° 7;visvanck raeckende siet in desen Pollitijbouck N° # an f° 7;8;Z;c
873;1814;1668_Gent_Bill_04;1668;141;pollitijebouck no 3 an folio 39 verso;siet  pollitijebouck No 3 an folio 39 verso;8;Z;c
874;1817;1668_Gent_Bill_04;1668;141;p bouck an folio 50;soo datmen daer in sien swemmen heeft siet in desen P Bouck an folio 50;8;Z;c
875;1823;1668_Gent_Bill_04;1668;143;fo iiiverso inde lettre e;siet hier vooren an  fo iiiverso inde lettre E;1;Z;c
876;1830;1668_Gent_Bill_04;1668;143;an folio 109;an folio 109;8;Z;c
877;1828;1668_Gent_Bill_04;1668;143;an folio 161;siet in desen  an folio 161;8;Z;c
878;1826;1668_Gent_Bill_04;1668;143;desen an folio 124;processie generael siet in desen an folio 124;8;Z;c
879;1822;1668_Gent_Bill_04;1668;143;folio 109 verso  inde lettre a;vooren an folio 109 verso  inde lettre A;8;Z;c
880;1825;1668_Gent_Bill_04;1668;143;indesen an fo 142;inde Procie Generael siet  indesen an fo 142;8;Z;c
881;1820;1668_Gent_Bill_04;1668;143;p b an folio 130 verso;voorseidt siet indesen P B an folio 130 verso;8;Z;c
882;1824;1668_Gent_Bill_04;1668;143;pb no i an folio 139;Heeren vande Collatie vanden Jaere 1659 Siet inden PB No I an folio 139;8;Z;c
883;1821;1668_Gent_Bill_04;1668;143;pb no3 an folio 68;achterhuijseken ende speelhuijsekens siet inden  PB No3 an folio 68;8;Z;c
884;1831;1668_Gent_Bill_04;1668;143;den pollitijebouck no i an folio 48 verso;inde Cathedraele &a siet in den pollitijebouck No I an folio 48 verso;8;Z;c
885;1827;1668_Gent_Bill_04;1668;143;achter inde vier pollitiboucken;158verso ende int particulier achter inde vier Pollitiboucken;4;Z;c
886;1829;1668_Gent_Bill_04;1668;143;de vier pollitijboucken;siet achter in de vier pollitijboucken;8;Z;c
887;1837;1668_Gent_Bill_04;1668;144;den pollitij no 4 folio 46;voor deerste reijse siet in den pollitij No 4 folio 46  ende voor;8;Z;c
888;1836;1668_Gent_Bill_04;1668;144;inde lettre c an folio 110;vooren inde lettre C an folio 110;8;Z;c
889;1841;1668_Gent_Bill_04;1668;144;lettre a an folio 109;Stede van Ghendt siet inde lettre A an folio 109;8;Z;c
890;1839;1668_Gent_Bill_04;1668;144;lettre h fo 112;Lijste vande nieughevels ende huijsen siet in lettre H fo 112;8;Z;c
891;1833;1668_Gent_Bill_04;1668;144;n fo 39;wedercompste alhier a n fo 39;8;Z;c
892;1838;1668_Gent_Bill_04;1668;144;de selve bouck an fo siet zijn lijnghde breede fatsoen &a an folio 46;de tweede reijse in de selve bouck an fo siet zijn lijnghde breede fatsoen &a an folio 46;8;Z;c
893;1832;1668_Gent_Bill_04;1668;144;den pollitiebouck no 2 an folio 38 verso;siet in den Pollitiebouck No 2 an folio 38 verso  Ende zijn;8;Z;c
894;1834;1668_Gent_Bill_04;1668;144;den pollitijbouck no i an fo 147 verso;siet in den Pollitijbouck No I an fo 147 verso;8;Z;c
895;1840;1668_Gent_Bill_04;1668;144;pollitijebouck no 2 an fo 85;pollitijebouck No 2 an fo 85;8;Z;c
896;1835;1668_Gent_Bill_04;1668;144;bouck no i siet folio 142;bouck No I siet folio 142;4;Z;c
897;1846;1668_Gent_Bill_04;1668;146;75 verso;75 verso;8;Z;c
898;1845;1668_Gent_Bill_04;1668;146;den pollitij b n° 2 an folio 27;siet in den Pollitij b N° 2 an folio 27;8;Z;c
899;1843;1668_Gent_Bill_04;1668;146;f° 7& 8 9 verso;Repartie van verschen Cabilliau Curieus siet  f° 7& 8 9 verso;8;Z;c
900;1849;1668_Gent_Bill_04;1668;146;p b n° 1 f° 3 et 58 siet n° 2 f° 33 ende n° 3 an f° 43;inden P B N° 1 f° 3 et 58 siet N° 2 f° 33 ende N° 3 an f° 43;8;Z;c
901;1842;1668_Gent_Bill_04;1668;146;den pollitijebouck n° 3 an folio 142 5& 148 3 5 120;siet in den Pollitijebouck N° 3 an folio 142 5& 148 3 5 120;8;Z;c
902;1848;1668_Gent_Bill_04;1668;146;f° 3 verso 4 5 7 8 9 enden pollitiebouck n°1 an f° 65 66 69 70 72 117 119 verso 133;siet in desen  f° 3 verso 4 5 7 8 9 enden pollitiebouck N°1 an f° 65 66 69 70 72 117 119 verso 133;8;Z;c
903;1844;1668_Gent_Bill_04;1668;146;p bouck n° 1 an folio 4&117;op dAvenuen deser Stede siet inden  P Bouck N° 1 an folio 4&117;8;Z;c
904;1847;1668_Gent_Bill_04;1668;146;p bouck n°1 folio 74 verso;ghevanghenen deser Stede Siet inden  P Bouck N°1 folio 74 verso;8;Z;c
905;971;1668_Gent_Bill_05;1668;28;pollitie bouck n 5 anno 1663;Pollitie Bouck N 5 Anno 1663;8;Z;c
906;973;1668_Gent_Bill_05;1668;29;ick;vooren heeft gheweest Ick seide hem daer op seght;6;Z;c
907;972;1668_Gent_Bill_05;1668;29;zij;diersten worden vercocht om dat zij pretenselick;6;Z;c
908;974;1668_Gent_Bill_05;1668;30;hij metser;niet waer op hij metser  seide Ick zal het hem wel segghen;6;Z;c
909;977;1668_Gent_Bill_05;1668;32;den pachtbrief;gheseit wort in den pachtbrief  van Nicolais ende;2;Z;c
910;976;1668_Gent_Bill_05;1668;32;dheer olivier weesaert;hiermede  dheer Olivier Weesaert nemende voorts het;6;Z;c
911;975;1668_Gent_Bill_05;1668;32;ick;seide ick  dat mij docht dat de Supplianten in hun versoeck;6;Z;c
912;979;1668_Gent_Bill_05;1668;35;sij;hun voordeel ende dese saecke raeckende sij  seiden Jae;6;Z;c
913;978;1668_Gent_Bill_05;1668;35;den pollitijebouck no 1 folio 74 dico 66;op den pollitijebouck No 1 folio 74 dico 66  gedenommeert;8;Z;c
914;980;1668_Gent_Bill_05;1668;38;hun pampieren en de documenten;met hun pampieren en de Documenten  versochten veertien;1;Z;c
915;981;1668_Gent_Bill_05;1668;38;zij;zij seide heeft ons al claegende geseit dat de voorseide vuijl;6;Z;c
916;982;1668_Gent_Bill_05;1668;39;de pampieren acten lren ende documenten;alle de pampieren Acten lren ende Documenten  die;1;Z;c
917;983;1668_Gent_Bill_05;1668;40;ick;ofte aflegghen  ick  gaf hun voor Antwoorde dattet mij;6;Z;c
918;984;1668_Gent_Bill_05;1668;41;acten ende bescheeden;acten ende bescheeden genouch hadden etca Dit hoorende;1;Z;c
919;985;1668_Gent_Bill_05;1668;41;zij;alzoo zij op hun deurgaen stonden zoo seiden zij mij;6;Z;c
920;988;1668_Gent_Bill_05;1668;43;apostille;Apostille;1;Z;c
921;986;1668_Gent_Bill_05;1668;43;een requeste;een requeste  tzijnen laste hadde ghepresenteert an mijn heeren;1;Z;c
922;987;1668_Gent_Bill_05;1668;43;requeste;Ende op de welcke requeste  wiert ghegeven de naervolgende;1;Z;c
923;989;1668_Gent_Bill_05;1668;47;hij;inde straete ende hoewel dat hij  seide de maete doen;6;Z;c
924;990;1668_Gent_Bill_05;1668;47;wij;wij seiden dat het niet en mochte zijn ende dat hij;6;Z;c
925;991;1668_Gent_Bill_05;1668;51;hij;Waer op  hij Antwoorde mijn heeren Schepenen en zullen;6;Z;c
926;992;1668_Gent_Bill_05;1668;52;dordonnantie polliticke;DOrdonnantie Polliticke weghens het weiren vande Bordesschen;1;Z;c
927;993;1668_Gent_Bill_05;1668;53;dese ordonnantie politicque;decreteeren  dese Ordonnantie politicque  ende Ordonneren;1;Z;c
928;994;1668_Gent_Bill_05;1668;55;pollitijcque ordonnantie;volghende de voorseide  pollitijcque Ordonnantie;1;Z;c
929;995;1668_Gent_Bill_05;1668;59;hij;was om mede te gaen hij gaf mij voor Antwo dat;6;Z;c
930;996;1668_Gent_Bill_05;1668;59;ick;geseit hadde daer ter plaetse te commen wel seide  ick;6;Z;c
931;997;1668_Gent_Bill_05;1668;61;ick;Ick  gaf hem voor antwoord dat ick mij van dese saecke;6;Z;c
932;999;1668_Gent_Bill_05;1668;62;a ick;Schepenen ende polliciemeesters & a Ick  seide hem dat hij wel;6;Z;c
933;998;1668_Gent_Bill_05;1668;62;vele ende sonderlijnghen vrauwen;saude moeten doen daer op vele ende sonderlijnghen vrauwen  seiden ghij compt dit al;6;Z;c
934;1003;1668_Gent_Bill_05;1668;63;de naervolgende reqte;de naervolgende reqte  ende deden daer neffens noch diversche clach;1;Z;c
935;1002;1668_Gent_Bill_05;1668;63;ick;oock behoorde te doen &  Ick seide hun andermael Datzij;6;Z;c
936;1001;1668_Gent_Bill_05;1668;63;sij;hij doet Sij  seiden dattet hun niet en quamp te passe;6;Z;c
937;1000;1668_Gent_Bill_05;1668;63;zij;verbieden zij  seiden mij Jae maer dat de selve in tongereet;6;Z;c
938;1004;1668_Gent_Bill_05;1668;64;dese requeste;Hier naer op  dese requeste  ghehoort hebbende eenighe;1;Z;c
939;1005;1668_Gent_Bill_05;1668;65;e reqte;hunne affairen begrepen ind e reqte an myn heeren;1;Z;c
940;1006;1668_Gent_Bill_05;1668;67;eenighe;ende onder andere eenighe segden wat willen;6;Z;c
941;1007;1668_Gent_Bill_05;1668;68;seer ghedruct regelement;ghelesen seer ghedruct regelement ghegheven;1;Z;c
942;1008;1668_Gent_Bill_05;1668;72;requeste;versouck bij  requeste ghedaen ende naer langhe Infor;1;Z;c
943;1010;1668_Gent_Bill_05;1668;73;hunne requeste vande 1664-01-;soo die staen In hunne requeste vande 1664-01- 15;1;Z;c
944;1009;1668_Gent_Bill_05;1668;73;onse requeste;onse requeste ende het sanderdachs door schepenen bode;1;Z;c
945;1012;1668_Gent_Bill_05;1668;76;de memorie;A B C Inghevolge van de memorie  Jienboven staende daeraf ick hem;1;Z;c
946;1013;1668_Gent_Bill_05;1668;76;welcke memorie;staende de  welcke memorie  ghelesen sijnde wiert;1;Z;c
947;1014;1668_Gent_Bill_05;1668;76;ick;Ick gaf voor antwoorde onder oodtmoedighe;6;Z;c
948;1011;1668_Gent_Bill_05;1668;76;ick;Int Collegie ghedaen hadde Ick antworde;6;Z;c
949;1015;1668_Gent_Bill_05;1668;83;ick;serveet werckers deser stede Ick seijde;6;Z;c
950;1016;1668_Gent_Bill_05;1668;85;de selve papieren;De selve papieren over;1;Z;c
951;1018;1668_Gent_Bill_05;1668;86;actum int collegie desen 1635-04-2;Actum int Collegie desen 1635-04-2 5;1;Z;c
952;1017;1668_Gent_Bill_05;1668;86;het consent van mijn heeren schepenen vander keure;andermael daer bij ghelesen wesende het Consent van mijn heeren Schepenen vander keure  ghegheven anden heere van quenin;7;Z;c
953;1020;1668_Gent_Bill_05;1668;87;drij voorgaende noticijen an folio 19 verso - 59 verso ende 61;linghe bij drij voorgaende noticijen an folio 19 verso - 59 verso ende 61  gheannoteert;8;Z;c
954;1019;1668_Gent_Bill_05;1668;87;pollecije bouck no 2 an folio 78;inden pollecije bouck no 2 an folio 78 ende;8;Z;c
955;1022;1668_Gent_Bill_05;1668;91;hij;hauden hadden hij seyde Jae dat hij hem ghespro;6;Z;c
956;1021;1668_Gent_Bill_05;1668;91;men;die men seght alsdan niet verre te soucken en;6;Z;c
957;1023;1668_Gent_Bill_05;1668;92;men;soo  men  seght of dese sierconstantien;6;Z;c
958;1024;1668_Gent_Bill_05;1668;93;de selve sentensie;ghedraeghende ande Inhaudt van de selve sentensie  ghedruckt bij Baudewijn;1;Z;c
959;1025;1668_Gent_Bill_05;1668;95;de brieven van credencie;door de brieven van Credencie  ghegheven;2;Z;c
960;1026;1668_Gent_Bill_05;1668;96;de gentsche cronicke inde vlamsche taele;maecken  de Gentsche Cronicke inde vlamsche taele  ende daertoe Imploijeren alle mijn;8;Z;c
961;1027;1668_Gent_Bill_05;1668;96;den pollicijbouck no 3 ende an folio 88;soo die te siene is in den Pollicijbouck no 3 ende an folio 88  mede de processie @@@;8;Z;c
962;1028;1668_Gent_Bill_05;1668;96;den pollicijebouck no 4 an folio 122;alsoo die te sien is in den pollicijebouck no 4 an folio 122  midtsgaders de corte;8;Z;c
963;1031;1668_Gent_Bill_05;1668;97;de pollicieboeck n° 7 an folio 53;te vinden in de Pollicieboeck N° 7 an folio 53 begrijpende;8;Z;c
964;1030;1668_Gent_Bill_05;1668;97;de pollicieboeck no 6;sien in de Pollicieboeck No 6 begrijpenden den tijt;8;Z;c
965;1032;1668_Gent_Bill_05;1668;97;de pollicieboeck no 8 an folio;in de Pollicieboeck No 8 an folio  behelsende;8;Z;c
966;1033;1668_Gent_Bill_05;1668;97;den polliciboeck n° 9 an folio;is te vinden an den Polliciboeck N° 9 an folio   De inhaut 100 jaeren;8;Z;c
967;1029;1668_Gent_Bill_05;1668;97;desen pollicijbouck n° 5 an folio 106;de selve te siene is in desen pollicijbouck N° 5 an folio 106 ende de selve Cronicke;8;Z;c
968;1034;1668_Gent_Bill_05;1668;98;men;blusschen onderweghen soo men  seijde deur;6;Z;c
969;1035;1668_Gent_Bill_05;1668;99;men;chaeken ende stallen waeren die men  seght;6;Z;c
970;1036;1668_Gent_Bill_05;1668;101;requeste;volghende  requeste  dienende tot het af;1;Z;c
971;1037;1668_Gent_Bill_05;1668;102;der plack briefe met de partijen ende termijnen vande selve bestedinghe ruijminghe verdiepinghe ende verbredinghe an folio 99;der plack Briefe met de partijen ende Termijnen vande selve bestedinghe ruijminghe verdiepinghe ende verbredinghe an folio 99;2;Z;c
972;1038;1668_Gent_Bill_05;1668;104;pollecijbouck no 4 vanden selven jaere;pollecijbouck no 4 vanden selven Jaere;8;Z;c
973;1039;1668_Gent_Bill_05;1668;107;requeste;den Calander hadde ghepresenteert  requeste an;1;Z;c
974;1040;1668_Gent_Bill_05;1668;108;de requeste;ende beliefde  De requeste hier boven;1;Z;c
975;1041;1668_Gent_Bill_05;1668;109;requeste;op het faut requeste ghepresenteert hadde an;1;Z;c
976;1042;1668_Gent_Bill_05;1668;109;ick;gaen  Ick antworde hem dat ick meende;6;Z;c
977;1043;1668_Gent_Bill_05;1668;110;sijn requeste;met het presenteren van sijn Requeste;1;Z;c
978;1045;1668_Gent_Bill_05;1668;111;dese tijdinghe;Ick seyde hem dat dese tijdinghe;7;Z;c
979;1044;1668_Gent_Bill_05;1668;111;ick;Ick seyde hem dat dese tijdinghe;6;Z;c
980;1046;1668_Gent_Bill_05;1668;112;de naervolghende requeste;my brachte  de naervolghende Requeste tot;1;Z;c
981;1047;1668_Gent_Bill_05;1668;113;de spansche briefven;met de Spansche briefven  bleef hier tot;2;Z;c
982;1048;1668_Gent_Bill_05;1668;113;men;haven men seght verdiept te wesen wel vier;6;Z;c
983;1049;1668_Gent_Bill_05;1668;115;de welcke requeste ende de opostille;De welcke Requeste ende de opostille daer;1;Z;c
984;1050;1668_Gent_Bill_05;1668;115;hij;hij andtworde mij dat Jae dat hij soude;6;Z;c
985;1051;1668_Gent_Bill_05;1668;115;ick;huijse  Ick seijde hem dat ick en soude;6;Z;c
986;1052;1668_Gent_Bill_05;1668;118;de naervolghende requeste;mij bringhende de naervolghende requeste;1;Z;c
987;1053;1668_Gent_Bill_05;1668;132;polliciebouck no 6 an folio 1;Polliciebouck no 6 an folio 1;8;Z;c
988;6179;1668_Gent_Bill_07;1668;5;brieven;Brieven van Spaingnien brenghen mede goede;2;Z;c
989;6180;1668_Gent_Bill_07;1668;10;tijdinghe;Goede  tijdinghe van Madrid in Spaiginen;7;Z;c
990;6181;1668_Gent_Bill_07;1668;18;publicatie;Publicatie van Orloghe tusschen de Croone van;1;Z;c
991;6185;1668_Gent_Bill_07;1668;35;tijdinghe;goeden man mij wel de eerste ende de sekerste  tijdinghe;7;Z;c
992;6182;1668_Gent_Bill_07;1668;35;hij;hebt hem maer binnen te ontbieden in fijn hij  seijde dat;6;Z;c
993;6183;1668_Gent_Bill_07;1668;35;hij;was staende hij  antworde mij pertenentelick dat naer het;6;Z;c
994;6186;1668_Gent_Bill_07;1668;35;men;sijn dat men daer af soude gheseijt hebben;6;Z;c
995;6184;1668_Gent_Bill_07;1668;35;sijn sonen;segghen van sijn sonen  dat sij moste op staen ievers ontrent;6;Z;c
996;6187;1668_Gent_Bill_07;1668;37;men;de weeringhe van desen staet die men  seght te;6;Z;c
997;6188;1668_Gent_Bill_07;1668;37;men;selven staet soo soude sijn Exe ghesegt hebben soo men;6;Z;c
998;6189;1668_Gent_Bill_07;1668;39;de copije van de acte van  acceptacie;soo hebbe Ick becommen de Copije van de acte van  acceptacie weghens het slodt van onse ende;1;Z;c
999;6190;1668_Gent_Bill_07;1668;45;men;dat soo gheschiet is soo men seght maer oock hebben;6;Z;c
1000;6191;1668_Gent_Bill_07;1668;46;ordinancie;ordinancie  op het fait van de Borghelicke;1;Z;c
1001;6192;1668_Gent_Bill_07;1668;46;ordonnantien;ghedruckte  ordonnantien  uijtghecommen ende is te;1;Z;c
1002;6194;1668_Gent_Bill_07;1668;47;brieven;continueren Brochten de selve brieven  oock mede;2;Z;c
1003;6193;1668_Gent_Bill_07;1668;47;de spaensche brieven;de Spaensche brieven van Madried hoe dat sijne;2;Z;c
1004;6195;1668_Gent_Bill_07;1668;48;eenich ervaren lantvolck;Naer het segghen van eenich ervaren lantvolck soo;6;Z;c
1005;6196;1668_Gent_Bill_07;1668;49;de ghedruckte lijste;sien bij de ghedruckte lijste soo en sijnder gheen ander;4;Z;c
1006;6197;1668_Gent_Bill_07;1668;50;briefken;briefken  van recommandatie an d Hr Olivier Weesaet;2;Z;c
1007;6198;1668_Gent_Bill_07;1668;51;briefken van recommandatie;de selve professie om het briefken van recommandatie;2;Z;c
1008;6199;1668_Gent_Bill_07;1668;54;ghedruckte proclamatie;de ghedruckte proclamatie;5;Z;c
1009;6201;1668_Gent_Bill_07;1668;55;hij;Hij seijde mij oock hoe dat mijn heeren Schepenen;6;Z;c
1010;6200;1668_Gent_Bill_07;1668;55;hij;mij dochte hem seer anghenaem te sijn Hij  seijde;6;Z;c
1011;6202;1668_Gent_Bill_07;1668;56;hij;waeraf  hij  mij beloft heeft van succes ende bevinte;6;Z;c
1012;6203;1668_Gent_Bill_07;1668;77;eene goede vrient;Quam mij eene goede vrient mij segghen dat ander;6;Z;c
